id,Artist,Song Title,Year,Rank,Genre
2586,Lewis Capaldi,Someone You Loved,2019.0,27,Pop/Hip-Hop/R&B
2587,Lil Tecca,Ran$om,2019.0,28,Hip-Hop
2588,Shawn Mendes,If I Can't Have You,2019.0,29,Pop
2589,Post Malone Featuring Young Thug,Goodbyes,2019.0,30,Hip-Hop/Pop/R&B
2590,Kodak Black Featuring Travis Scott & Offset,ZEZE,2019.0,31,Hip-Hop
2591,Drake Featuring Rick Ross,Money In The Grave,2019.0,34,Hip-Hop/R&B
2592,Dan + Shay,Speechless,2019.0,35,Pop/Hip-Hop/R&B
2593,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2019.0,36,Pop/R&B
2594,Cardi B & Bruno Mars,Please Me,2019.0,37,Hip-Hop
2595,Cardi B,Money,2019.0,38,Hip-Hop
2596,Taylor Swift,You Need To Calm Down,2019.0,39,Pop/Synth-pop
2597,Lil Nas X,Panini,2019.0,40,Hip-Hop/Pop
2598,A Boogie Wit da Hoodie,Look Back At It,2019.0,41,Pop/Hip-Hop/R&B
2599,21 Savage,A Lot,2019.0,42,Hip-Hop
2600,Taylor Swift Featuring Brendon Urie,ME!,2019.0,43,Pop/Synth-pop
2601,Bad Bunny Featuring Drake,MIA,2019.0,44,Hip-Hop/R&B
2602,Polo G Featuring Lil Tjay,Pop Out,2019.0,45,Hip-Hop
2603,Luke Combs,Beautiful Crazy,2019.0,46,Country
2604,Blueface,Thotiana,2019.0,47,Pop/Hip-Hop/R&B
2605,Sheck Wes,Mo Bamba,2019.0,49,Pop/Hip-Hop/R&B
2606,Ed Sheeran Featuring Khalid,Beautiful People,2019.0,50,Pop/Folk
2607,The Weeknd,Blinding Lights,2020.0,1,Pop/R&B
2608,Post Malone,Circles,2020.0,2,Hip-Hop/Pop/R&B
2609,Roddy Ricch,The Box,2020.0,3,Pop/Hip-Hop/R&B
2610,Dua Lipa,Don't Start Now,2020.0,4,Pop/Disco
2611,DaBaby featuring Roddy Ricch,Rockstar,2020.0,5,Hip-Hop
2612,Harry Styles,Adore You,2020.0,6,Pop/Rock
2613,Future featuring Drake,Life Is Good,2020.0,7,Hip-Hop/R&B
2614,Maroon 5,Memories,2020.0,8,Pop Rock
2615,Maren Morris,The Bones,2020.0,9,Pop/Hip-Hop/R&B
2616,Doja Cat,Say So,2020.0,11,Pop/Hip-Hop
2617,Gabby Barrett featuring Charlie Puth,I Hope,2020.0,12,Pop/Hip-Hop/R&B
2618,"Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",Whats Poppin,2020.0,13,Hip-Hop/Pop
2619,Tones and I,Dance Monkey,2020.0,14,Pop/Hip-Hop/R&B
2620,Megan Thee Stallion featuring Beyoncé,Savage,2020.0,15,Hip-Hop
2621,Arizona Zervas,Roxanne,2020.0,16,Pop/Hip-Hop/R&B
2622,Justin Bieber featuring Quavo,Intentions,2020.0,17,Pop/R&B
2623,Billie Eilish,Everything I Wanted,2020.0,18,Pop/Alternative
2624,Saint Jhn,Roses (Imanbek remix),2020.0,19,Pop/Hip-Hop/R&B
2625,Harry Styles,Watermelon Sugar,2020.0,20,Pop/Rock
2626,Lewis Capaldi,Before You Go,2020.0,21,Pop/Hip-Hop/R&B
2627,Trevor Daniel,Falling,2020.0,22,Pop/Hip-Hop/R&B
2628,Dan + Shay and Justin Bieber,"10,000 Hours",2020.0,23,Pop/Hip-Hop/R&B
2629,Cardi B featuring Megan Thee Stallion,WAP,2020.0,24,Hip-Hop
2630,Mustard and Roddy Ricch,Ballin',2020.0,25,Pop/Hip-Hop/R&B
2631,Blackbear,Hot Girl Bummer,2020.0,26,Pop/Hip-Hop/R&B
2632,Lil Mosey,Blueberry Faygo,2020.0,27,Hip-Hop
2633,The Weeknd,Heartless,2020.0,28,Pop/R&B
2634,DaBaby,Bop,2020.0,29,Hip-Hop
2635,Selena Gomez,Lose You to Love Me,2020.0,30,Pop/Dance
2636,Lizzo,Good as Hell,2020.0,31,Pop/Hip-Hop
2637,Drake,Toosie Slide,2020.0,32,Hip-Hop/R&B
2638,Dua Lipa,Break My Heart,2020.0,33,Pop/Disco
2639,Morgan Wallen,Chasin' You,2020.0,34,Country
2640,Jawsh 685 and Jason Derulo,Savage Love (Laxed – Siren Beat),2020.0,35,Pop/Hip-Hop/R&B
2641,Camila Cabello featuring DaBaby,My Oh My,2020.0,37,Pop/Latin
2642,BTS,Dynamite,2020.0,38,K-Pop
2643,Chris Brown and Young Thug,Go Crazy,2020.0,39,R&B/Pop
2644,Roddy Ricch featuring Mustard,High Fashion,2020.0,40,Pop/Hip-Hop/R&B
2645,Lil Baby,Woah,2020.0,42,Hip-Hop
2646,Powfu featuring Beabadoobee,Death Bed,2020.0,43,Pop/Hip-Hop/R&B
2647,Shawn Mendes and Camila Cabello,Señorita,2020.0,44,Pop
2648,Travis Scott,Highest in the Room,2020.0,45,Hip-Hop
2649,24kGoldn featuring Iann Dior,Mood,2020.0,47,Pop/Hip-Hop/R&B
2650,Lady Gaga and Ariana Grande,Rain on Me,2020.0,48,Pop/Electronic
2651,Pop Smoke featuring Lil Baby and DaBaby,For the Night,2020.0,49,Hip-Hop
2652,Black Eyed Peas and J Balvin,Ritmo (Bad Boys for Life),2020.0,50,Hip-Hop/Pop
2653,Dua Lipa,Levitating,2021.0,1,Pop/Disco
2654,The Weeknd and Ariana Grande,Save Your Tears,2021.0,2,Pop/R&B
2655,Olivia Rodrigo,Good 4 U,2021.0,5,Pop/Rock
2656,Doja Cat featuring SZA,Kiss Me More,2021.0,6,Pop/Hip-Hop
2657,Silk Sonic (Bruno Mars and Anderson .Paak),Leave the Door Open,2021.0,7,Soul/Funk/R&B
2658,Olivia Rodrigo,Drivers License,2021.0,8,Pop/Rock
2659,Lil Nas X,Montero (Call Me by Your Name),2021.0,9,Hip-Hop/Pop
2660,Justin Bieber featuring Daniel Caesar and Giveon,Peaches,2021.0,10,Pop/R&B
2661,BTS,Butter,2021.0,11,K-Pop
2662,The Kid Laroi and Justin Bieber,Stay,2021.0,12,Pop/Alternative
2663,Olivia Rodrigo,Deja Vu,2021.0,13,Pop/Rock
2664,Ariana Grande,Positions,2021.0,14,Pop/R&B
2665,Ed Sheeran,Bad Habits,2021.0,15,Pop/Folk
2666,Glass Animals,Heat Waves,2021.0,16,Indie Pop/Rock
2667,The Kid Laroi,Without You,2021.0,17,Pop/Alternative
2668,Luke Combs,Forever After All,2021.0,18,Country
2669,Masked Wolf,Astronaut in the Ocean,2021.0,20,Pop/Hip-Hop/R&B
2670,Ariana Grande featuring Doja Cat and Megan Thee Stallion,34+35,2021.0,21,Pop/R&B
2671,Pop Smoke,What You Know Bout Love,2021.0,22,Pop/Hip-Hop/R&B
2672,Machine Gun Kelly featuring Blackbear,My Ex's Best Friend,2021.0,23,Pop/Hip-Hop/R&B
2673,Lil Nas X and Jack Harlow,Industry Baby,2021.0,24,Hip-Hop/Pop
2674,Billie Eilish,Therefore I Am,2021.0,25,Pop/Alternative
2675,Cardi B,Up,2021.0,26,Hip-Hop
2676,Walker Hayes,Fancy Like,2021.0,27,Pop/Hip-Hop/R&B
2677,Bad Bunny and Jhay Cortez,Dakiti,2021.0,28,Reggaeton/Latin Trap
2678,Saweetie featuring Doja Cat,Best Friend,2021.0,29,Hip-Hop
2679,Polo G,Rapstar,2021.0,30,Hip-Hop
2680,Giveon,Heartbreak Anniversary,2021.0,31,Pop/Hip-Hop/R&B
2681,Lil Tjay and 6lack,Calling My Phone,2021.0,33,Hip-Hop
2682,Maroon 5 featuring Megan Thee Stallion,Beautiful Mistakes,2021.0,34,Pop Rock
2683,Justin Bieber featuring Chance the Rapper,Holy,2021.0,35,Pop/R&B
2684,Lil Baby,On Me,2021.0,36,Hip-Hop
2685,Tate McRae,You Broke Me First,2021.0,37,Pop/Hip-Hop/R&B
2686,Olivia Rodrigo,Traitor,2021.0,38,Pop/Rock
2687,Pooh Shiesty featuring Lil Durk,Back in Blood,2021.0,39,Hip-Hop
2688,Moneybagg Yo,Wockesha,2021.0,42,Pop/Hip-Hop/R&B
2689,Doja Cat and the Weeknd,You Right,2021.0,43,Pop/R&B
2690,SpotemGottem featuring Pooh Shiesty / SpotemGottem featuring DaBaby,"Beat Box 2 / ""Beat Box 3""",2021.0,44,Hip-Hop
2691,Doja Cat,Need to Know,2021.0,46,Pop/Hip-Hop
2692,Drake featuring Lil Baby,Wants and Needs,2021.0,47,Hip-Hop/R&B
2693,Drake featuring Future and Young Thug,Way 2 Sexy,2021.0,48,Hip-Hop/R&B
2694,Kali Uchis,Telepatía,2021.0,49,Pop/Hip-Hop/R&B
2695,CJ,Whoopty,2021.0,50,Pop/Hip-Hop/R&B
2696,Harry Styles,As It Was,2022.0,2,Pop/Rock
2697,Adele,Easy on Me,2022.0,4,Pop/Soul
2698,Ed Sheeran,Shivers,2022.0,5,Pop/Folk
2699,Jack Harlow,First Class,2022.0,6,Hip-Hop/Pop
2700,Latto,Big Energy,2022.0,7,Hip-Hop
2701,Justin Bieber,Ghost,2022.0,8,Pop/R&B
2702,Kodak Black,Super Gremlin,2022.0,9,Hip-Hop
2703,Elton John and Dua Lipa,Cold Heart (Pnau remix),2022.0,10,Rock/Pop
2704,Future featuring Drake and Tems,Wait for U,2022.0,11,Hip-Hop/R&B
2705,Lizzo,About Damn Time,2022.0,12,Pop/Hip-Hop
2706,Lil Nas X,Thats What I Want,2022.0,14,Hip-Hop/Pop
2707,Imagine Dragons and JID,Enemy,2022.0,15,Alternative Rock
2708,Gayle,ABCDEFU,2022.0,17,Pop Rock
2709,Morgan Wallen,Wasted on You,2022.0,19,Country
2710,Bad Bunny and Chencho Corleone,Me Porto Bonito,2022.0,20,Reggaeton/Latin Trap
2711,Doja Cat,Woman,2022.0,21,Pop/Hip-Hop
2712,Bad Bunny,Tití Me Preguntó,2022.0,22,Reggaeton/Latin Trap
2713,Kate Bush,Running Up That Hill (A Deal with God),2022.0,23,Pop/Hip-Hop/R&B
2714,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz and the Encanto cast",We Don’t Talk About Bruno,2022.0,24,Pop/Alternative
2715,Harry Styles,Late Night Talking,2022.0,25,Pop/Rock
2716,Post Malone featuring Doja Cat,I Like You (A Happier Song),2022.0,26,Hip-Hop/Pop/R&B
2717,Morgan Wallen,You Proof,2022.0,27,Country
2718,Steve Lacy,Bad Habit,2022.0,28,Pop/Hip-Hop/R&B
2719,Nicky Youre and Dazy,Sunroof,2022.0,29,Pop/Hip-Hop/R&B
2720,Post Malone and the Weeknd,One Right Now,2022.0,30,Pop/R&B
2721,Em Beihold,Numb Little Bug,2022.0,32,Pop/Hip-Hop/R&B
2722,Drake featuring 21 Savage,Jimmy Cooks,2022.0,33,Hip-Hop/R&B
2723,Cody Johnson,‘Til You Can’t,2022.0,34,Pop/Hip-Hop/R&B
2724,Luke Combs,The Kind of Love We Make,2022.0,36,Country
2725,OneRepublic,I Ain’t Worried,2022.0,37,Pop Rock
2726,Beyoncé,Break My Soul,2022.0,38,Pop/Hip-Hop/R&B
2727,Zach Bryan,Something in the Orange,2022.0,39,Country/Folk
2728,Silk Sonic (Bruno Mars and Anderson .Paak),Smokin out the Window,2022.0,41,Soul/Funk/R&B
2729,Lil Baby,In a Minute,2022.0,43,Hip-Hop
2730,Bad Bunny,Moscow Mule,2022.0,44,Reggaeton/Latin Trap
2731,Cole Swindell,She Had Me at Heads Carolina,2022.0,46,Pop/Hip-Hop/R&B
2732,Doja Cat,Vegas,2022.0,47,Pop/Hip-Hop
2733,Gunna and Future featuring Young Thug,Pushin P,2022.0,48,Hip-Hop
2734,Jordan Davis and Luke Bryan,Buy Dirt,2022.0,49,Country
2735,SZA,I Hate U,2022.0,50,R&B/Soul
2736,Morgan Wallen,Last Night,2023.0,1,Country
2737,Miley Cyrus,Flowers,2023.0,2,Pop/Rock/Country
2738,SZA,Kill Bill,2023.0,3,R&B/Soul
2739,Taylor Swift,Anti-Hero,2023.0,4,Pop/Synth-pop
2740,"Metro Boomin, the Weeknd and 21 Savage",Creepin',2023.0,5,Pop/R&B
2741,Rema and Selena Gomez,Calm Down,2023.0,6,Afrobeats
2742,The Weeknd and Ariana Grande,Die for You,2023.0,7,Pop/R&B
2743,Luke Combs,Fast Car,2023.0,8,Country
2744,SZA,Snooze,2023.0,9,R&B/Soul
2745,David Guetta and Bebe Rexha,I'm Good (Blue),2023.0,10,Pop/Hip-Hop/R&B
2746,Sam Smith and Kim Petras,Unholy,2023.0,11,Pop/Soul
2747,Drake and 21 Savage,Rich Flex,2023.0,14,Hip-Hop/R&B
2748,Bailey Zimmerman,Rock and a Hard Place,2023.0,16,Country
2749,Chris Brown,Under the Influence,2023.0,17,R&B/Pop
2750,Taylor Swift,Cruel Summer,2023.0,18,Pop/Synth-pop
2751,Morgan Wallen,Thinkin' Bout Me,2023.0,19,Country
2752,PinkPantheress and Ice Spice,Boy's a Liar Pt. 2,2023.0,20,Drum and Bass/Pop
2753,Toosii,Favorite Song,2023.0,21,Pop/Hip-Hop/R&B
2754,Morgan Wallen,Thought You Should Know,2023.0,22,Country
2755,Kane Brown and Katelyn Brown,Thank God,2023.0,23,Country/Pop
2756,Miguel,Sure Thing,2023.0,24,Pop/Hip-Hop/R&B
2757,Lil Durk featuring J. Cole,All My Life,2023.0,25,Hip-Hop
2758,Eslabon Armado and Peso Pluma,Ella Baila Sola,2023.0,26,Pop/Hip-Hop/R&B
2759,Taylor Swift featuring Ice Spice,Karma,2023.0,27,Pop/Synth-pop
2760,Lil Uzi Vert,Just Wanna Rock,2023.0,28,Hip-Hop
2761,Beyoncé,Cuff It,2023.0,29,Pop/Hip-Hop/R&B
2762,Olivia Rodrigo,Vampire,2023.0,30,Pop/Rock
2763,Gunna,FukUMean,2023.0,31,Hip-Hop
2764,Taylor Swift,Lavender Haze,2023.0,32,Pop/Synth-pop
2765,Coi Leray,Players,2023.0,33,Hip-Hop/Pop
2766,Jelly Roll,Need a Favor,2023.0,34,Country Rock
2767,Dua Lipa,Dance the Night,2023.0,35,Pop/Disco
2768,Luke Combs,Love You Anyway,2023.0,36,Country
2769,Morgan Wallen,One Thing at a Time,2023.0,37,Country
2770,"Metro Boomin, Future and Chris Brown",Superhero (Heroes & Villains),2023.0,38,Pop/Hip-Hop/R&B
2771,Yng Lvcas and Peso Pluma,La Bebé,2023.0,40,Pop/Hip-Hop/R&B
2772,Jvke,Golden Hour,2023.0,41,Pop/Hip-Hop/R&B
2773,Bailey Zimmerman,Religiously,2023.0,42,Country
2774,Drake and 21 Savage,Spin Bout U,2023.0,43,Hip-Hop/R&B
2775,Fifty Fifty,Cupid,2023.0,44,K-Pop
2776,Nicki Minaj and Ice Spice with Aqua,Barbie World,2023.0,46,Hip-Hop/Pop
2777,Jordan Davis,Next Thing You Know,2023.0,47,Country
2778,Raye featuring 070 Shake,Escapism,2023.0,48,R&B/Dance-Pop
2779,Grupo Frontera and Bad Bunny,Un x100to,2023.0,49,Pop/Hip-Hop/R&B
2780,Stephen Sanchez,Until I Found You,2023.0,50,Pop/Rock and Roll Revival
